id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI0005981,Paola,Rivera Medina,CC,229023228,1975-01-11,2024-09-14,ESTANDAR,539.0,Itagüí,Antioquia,INACTIVO,REFERIDO
CLI0005982,Andrés,Cardona Castillo,CE,111343711,2002-08-21,2024-02-09,ELITE,802.0,Magangué,Bolívar,ACTIVO,PORTAL_WEB
CLI0005983,Camila,Ospina Gómez,CC,749467803,1972-03-01,2024-07-08,BASICO,300.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0005984,Óscar,Nieto Torres,CC,974983104,1970-10-31,2024-08-16,BASICO,457.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0005985,Alejandro,Gómez Morales,CC,212752302,1970-06-05,2024-03-30,PREMIUM,595.0,Bogotá,Cundinamarca,INACTIVO,APP_MOVIL
CLI0005986,Diego,Rivera Martínez,CC,1176293117,2002-06-18,2024-10-08,BASICO,452.0,Bogotá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0005987,Héctor,Muñoz Rivera,CC,314199313,1969-08-04,2024-07-16,BASICO,417.0,Soledad,Atlántico,ACTIVO,PORTAL_WEB
CLI0005988,Sandra,Rivera Nieto,CC,462929642,1978-07-19,2024-03-25,PREMIUM,656.0,Bogotá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0005989,Juliana,Gómez Rivera,CC,178856625,1975-10-11,2024-08-02,PREMIUM,652.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0005990,Valentina,Ruiz Ospina,CC,397397441,1991-08-13,2024-10-15,BASICO,359.0,Buenaventura,Valle,ACTIVO,CORRESPONSAL
CLI0005991,Alejandro,Medina Salcedo,CC,406473574,1984-10-14,2024-11-03,BASICO,395.0,Itagüí,Antioquia,ACTIVO,PORTAL_WEB
CLI0005992,Sandra,Castillo Arango,CE,880902485,1975-03-01,2024-03-09,BASICO,384.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0005993,Diego,Díaz Ramírez,CC,657274744,1983-10-26,2024-02-05,PREMIUM,721.0,Ipiales,Nariño,BLOQUEADO,REFERIDO
CLI0005994,Juan,Nieto Díaz,CE,1183288572,1977-08-26,2024-02-28,BASICO,453.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0005995,Carlos,Nieto Romero,CC,464334928,1995-01-03,2024-09-12,PREMIUM,870.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0005996,Valentina,Díaz González,CC,162769197,1967-09-13,2024-07-01,BASICO,415.0,Bogotá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0005997,Daniela,Romero García,CC,461057199,1970-07-17,2024-03-27,BASICO,317.0,Malambo,Atlántico,BLOQUEADO,APP_MOVIL
CLI0005998,Laura,Arango Vásquez,CC,1151795476,1975-01-25,2024-02-06,PREMIUM,687.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0005999,Juliana,Gómez Nieto,CC,838109371,1979-12-22,2024-06-29,ESTANDAR,708.0,Itagüí,Antioquia,INACTIVO,APP_MOVIL
CLI0006000,Luisa,Ortiz Romero,CE,1170505267,1992-12-14,2024-03-01,BASICO,430.0,Cali,Valle,ACTIVO,
CLI0006001,Natalia,Rivera Rodríguez,CC,1130329295,1975-10-07,2024-08-09,PREMIUM,686.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0006002,Camila,Medina Cardona,CC,697391537,1961-11-09,2024-08-10,PREMIUM,656.0,Soacha,Cundinamarca,BLOQUEADO,PORTAL_WEB
CLI0006003,Andrés,Rodríguez Díaz,CC,706417167,1983-06-20,2024-10-24,BASICO,700.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006004,Melissa,Arango Salcedo,CC,507018219,1997-05-15,2024-03-29,BASICO,400.0,Envigado,Antioquia,ACTIVO,
CLI0006005,Miguel,Nieto Castillo,CC,92534947,1964-11-27,2024-03-29,ESTANDAR,521.0,Montería,Córdoba,ACTIVO,REFERIDO
CLI0006006,Sandra,Salcedo Ramírez,CC,1109421037,1986-05-05,2024-08-13,BASICO,300.0,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
CLI0006007,Jorge,Martínez Sánchez,CC,1088896078,1994-06-12,2024-10-05,BASICO,343.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0006008,Cristian,Jiménez Romero,CC,1148936987,1999-06-15,2024-02-22,BASICO,471.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0006009,Yolanda,Herrera García,CC,408862784,1982-10-07,2024-03-11,ESTANDAR,542.0,Girón,Santander,ACTIVO,PORTAL_WEB
CLI0006010,Patricia,Gómez Flores,CC,1148394844,1967-10-27,2024-05-20,PREMIUM,694.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0006011,Valentina,Cardona Rodríguez,CC,842495110,1981-11-06,2024-03-22,BASICO,626.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0006012,Natalia,Vásquez Medina,CC,454588151,2001-06-02,2024-08-12,PREMIUM,,,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006013,Iván,Salcedo Ruiz,CE,690622155,1982-07-15,2024-01-24,BASICO,317.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0006014,Luisa,Nieto Ramírez,CC,825805434,1977-05-03,2024-09-16,ELITE,816.0,Soacha,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006015,Felipe,Nieto Herrera,CC,542031315,1974-04-05,2024-09-14,ESTANDAR,525.0,Floridablanca,Santander,ACTIVO,CORRESPONSAL
CLI0006016,Laura,Jiménez Rodríguez,CE,891551960,1975-02-22,2024-09-22,ESTANDAR,480.0,Montería,Córdoba,ACTIVO,CORRESPONSAL
CLI0006017,Yolanda,Arango Nieto,CC,85091445,1978-04-17,2024-02-18,ELITE,774.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006018,Felipe,Martínez García,CC,739059623,2001-05-06,2024-01-19,ESTANDAR,572.0,Medellín,Antioquia,ACTIVO,CORRESPONSAL
CLI0006019,Jorge,Vargas Muñoz,CC,90853512,1969-05-28,2024-04-24,ESTANDAR,619.0,Bogotá,Cundinamarca,BLOQUEADO,CORRESPONSAL
CLI0006020,Ana,Vásquez Vargas,NIT,668546048,1970-10-06,2024-08-12,BASICO,,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0006021,Camila,Restrepo Salcedo,CC,753879099,1998-11-01,2024-07-20,PREMIUM,624.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006022,María,Torres Díaz,CC,600908133,1967-07-31,2024-04-08,BASICO,505.0,Tuluá,Valle,INACTIVO,REFERIDO
CLI0006023,Natalia,Sánchez González,CC,867858482,1981-02-11,2024-11-18,ESTANDAR,549.0,Floridablanca,Santander,ACTIVO,APP_MOVIL
CLI0006024,Jorge,Díaz Ospina,CC,439435652,1961-04-06,2024-07-05,BASICO,483.0,Soacha,Cundinamarca,BLOQUEADO,CORRESPONSAL
CLI0006025,Ricardo,Jiménez Flores,PP,62081684,1972-09-06,2024-08-03,BASICO,385.0,Cali,Valle,ACTIVO,PORTAL_WEB
CLI0006026,Camila,Salcedo Muñoz,CC,81305558,1972-06-14,2024-05-18,ESTANDAR,658.0,Ipiales,Nariño,ACTIVO,CORRESPONSAL
CLI0006027,Luisa,González Pérez,CC,1092411553,1986-11-14,2024-10-22,ESTANDAR,726.0,Neiva,Huila,ACTIVO,CORRESPONSAL
CLI0006028,Natalia,Medina Ortiz,CE,286578868,1983-04-08,2024-06-30,BASICO,456.0,Bogotá,Cundinamarca,BLOQUEADO,FUERZA_VENTAS
CLI0006029,Sergio,Ospina Medina,CC,510279877,1977-08-23,2024-11-19,ESTANDAR,474.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0006030,Daniela,Ramírez Sánchez,CC,29579324,1966-07-03,2024-03-16,BASICO,386.0,Tumaco,Nariño,ACTIVO,REFERIDO
CLI0006031,Yolanda,Medina Jiménez,CC,763451457,1970-12-01,2024-10-09,BASICO,329.0,Palmira,Valle,ACTIVO,CORRESPONSAL
CLI0006032,Daniela,Sánchez Arango,CC,49660850,1973-11-29,2024-07-17,BASICO,349.0,,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0006033,Melissa,Díaz García,CC,876278306,1972-07-23,2024-05-01,ESTANDAR,614.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006034,Diego,Cardona Jiménez,NIT,748983837,1985-06-24,2024-05-17,PREMIUM,736.0,Malambo,Atlántico,INACTIVO,CORRESPONSAL
CLI0006035,Mauricio,Ospina Ospina,CC,1094339058,1975-07-19,2024-03-20,ESTANDAR,555.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0006036,Daniela,Pérez Díaz,CC,1003423373,1973-08-25,2024-08-02,ESTANDAR,663.0,Soledad,Atlántico,ACTIVO,APP_MOVIL
CLI0006037,Sandra,Ruiz López,CC,376971686,1975-12-21,2024-11-28,BASICO,375.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006038,Juan,Gómez Ortiz,CC,235528784,1984-03-02,2024-08-14,ESTANDAR,622.0,,Antioquia,ACTIVO,APP_MOVIL
CLI0006039,Ana,Jiménez Ruiz,CC,1129975662,1961-01-12,2024-09-03,ELITE,950.0,Itagüí,Antioquia,INACTIVO,CORRESPONSAL
CLI0006040,Juan,Nieto Gómez,CC,74210973,1992-08-09,2024-05-01,PREMIUM,703.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0006041,Diego,Muñoz Jiménez,CC,904462643,1965-07-30,2024-05-17,BASICO,409.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006042,Juan,Martínez Ramírez,CC,385664405,1982-05-12,2024-05-02,ESTANDAR,704.0,,Atlántico,ACTIVO,REFERIDO
CLI0006043,Iván,Ruiz Martínez,CC,1012385859,1986-05-06,2024-01-24,ESTANDAR,643.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006044,Iván,Ospina Castillo,CC,647834053,1986-07-08,2024-09-19,BASICO,361.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006045,Cristian,Torres Salcedo,CC,839200392,1987-07-25,2024-09-16,ESTANDAR,364.0,,Atlántico,ACTIVO,APP_MOVIL
CLI0006046,Valentina,Salcedo Sánchez,CE,372045293,1983-09-06,2024-01-11,BASICO,388.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0006047,Sergio,Jiménez Cardona,CC,318321914,1987-05-06,2024-06-10,ESTANDAR,620.0,Bucaramanga,Santander,ACTIVO,CORRESPONSAL
CLI0006048,Ana,Vásquez Herrera,CC,680575166,1994-03-04,2024-01-29,ESTANDAR,537.0,Tuluá,Valle,INACTIVO,APP_MOVIL
CLI0006049,Ana,Cardona Morales,CC,1072767224,2002-07-09,2024-02-01,PREMIUM,662.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006050,Miguel,Díaz Salcedo,CC,518458784,1997-05-12,2024-09-09,BASICO,352.0,,Santander,ACTIVO,REFERIDO
CLI0006051,Sandra,Castillo García,CC,304547107,1992-09-03,2024-07-26,ELITE,791.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0006052,Iván,Nieto González,PP,1117382201,1987-09-10,2024-07-10,PREMIUM,687.0,Floridablanca,Santander,ACTIVO,CORRESPONSAL
CLI0006053,Patricia,Ramírez Sánchez,CC,380381576,1968-08-09,2024-08-10,BASICO,300.0,Magangué,Bolívar,ACTIVO,CORRESPONSAL
CLI0006054,Carlos,Torres Restrepo,CC,314922411,1997-08-01,2024-09-24,PREMIUM,617.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0006055,Héctor,Sánchez Pérez,PP,161356090,1960-07-29,2024-11-05,PREMIUM,785.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0006056,Laura,Pérez González,CC,614810906,1964-07-31,2024-07-07,BASICO,433.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0006057,Patricia,Rodríguez Muñoz,CC,951154573,1999-12-02,2024-03-10,ELITE,,Tumaco,Nariño,ACTIVO,CORRESPONSAL
CLI0006058,Daniela,Ramírez Arango,CC,439529509,1989-04-16,2024-08-08,BASICO,502.0,Medellín,Antioquia,ACTIVO,REFERIDO
CLI0006059,Andrés,Romero Herrera,CC,490966701,1961-02-28,2024-10-24,PREMIUM,633.0,Villavicencio,Meta,ACTIVO,REFERIDO
CLI0006060,Natalia,Ruiz Torres,CC,980085594,1992-10-24,2024-08-22,ESTANDAR,489.0,Magangué,Bolívar,ACTIVO,FUERZA_VENTAS
CLI0006061,Sergio,Jiménez Castillo,CC,474418557,1992-10-07,2024-10-06,BASICO,381.0,Tumaco,Nariño,ACTIVO,APP_MOVIL
CLI0006062,Laura,Ospina Pérez,CC,848979182,1994-09-16,2024-08-04,BASICO,301.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006063,Alejandro,Ruiz Gómez,CC,139751231,1985-02-22,2024-03-15,PREMIUM,699.0,,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006064,Óscar,Nieto Morales,PP,142637878,1993-02-09,2024-04-04,BASICO,365.0,Buenaventura,Valle,ACTIVO,CORRESPONSAL
CLI0006065,Andrés,Restrepo Gómez,CC,353787779,2000-10-22,2024-02-11,BASICO,508.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0006066,Jorge,Jiménez Ramírez,CC,693987427,1991-04-21,2024-03-10,BASICO,430.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0006067,Patricia,Rivera Castillo,CC,219709069,1989-09-07,2024-01-13,BASICO,371.0,Bello,Antioquia,ACTIVO,PORTAL_WEB
CLI0006068,Claudia,Gómez Martínez,CC,689961662,1975-10-17,2024-05-25,ESTANDAR,510.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0006069,Ricardo,García López,CC,1001734139,1978-08-12,2024-05-18,ESTANDAR,732.0,Facatativá,Cundinamarca,BLOQUEADO,APP_MOVIL
CLI0006070,Laura,Gómez Herrera,CC,1105271895,1971-01-25,2024-05-27,ESTANDAR,620.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0006071,María,García Rivera,PP,464708201,1970-03-21,2024-09-10,ESTANDAR,558.0,Medellín,Antioquia,BLOQUEADO,
CLI0006072,Miguel,Rodríguez García,CE,651274426,1987-10-14,2024-11-16,ESTANDAR,677.0,,Antioquia,ACTIVO,APP_MOVIL
CLI0006073,Claudia,Romero González,CC,362813770,1975-10-30,2024-09-16,ESTANDAR,508.0,Facatativá,Cundinamarca,INACTIVO,REFERIDO
CLI0006074,Felipe,Herrera Pérez,CC,153500014,1983-04-08,2024-05-17,ESTANDAR,546.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0006075,Miguel,Díaz Rodríguez,CC,383090767,1982-12-06,2024-07-23,BASICO,511.0,Girón,Santander,INACTIVO,REFERIDO
CLI0006076,Juan,Ortiz Nieto,CC,652190609,1973-05-14,2024-09-05,ESTANDAR,598.0,Itagüí,Antioquia,BLOQUEADO,CORRESPONSAL
CLI0006077,Juliana,Morales Restrepo,CC,1111463470,1995-04-26,2024-09-24,BASICO,538.0,Girón,Santander,ACTIVO,REFERIDO
CLI0006078,Natalia,López Pérez,CC,547560265,1961-07-14,2024-10-05,ESTANDAR,555.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006079,Juan,Morales Morales,CC,1172016876,1974-02-18,2024-07-29,BASICO,356.0,Cartagena,Bolívar,ACTIVO,
CLI0006080,Claudia,Flores Jiménez,CC,896994727,1986-02-16,2024-11-05,ESTANDAR,538.0,Cartagena,Bolívar,INACTIVO,FUERZA_VENTAS
CLI0006081,Iván,Rivera Ospina,CC,300710224,1968-04-09,2024-01-11,BASICO,434.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0006082,Jorge,Arango Ortiz,CC,395978585,1981-07-17,2024-02-06,BASICO,532.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006083,Carlos,Salcedo Nieto,CE,1034132912,1998-05-02,2024-04-30,ESTANDAR,623.0,,Valle,ACTIVO,REFERIDO
CLI0006084,Sergio,Rodríguez Gómez,CC,287529155,1994-11-23,2024-11-03,BASICO,346.0,Girón,Santander,ACTIVO,PORTAL_WEB
CLI0006085,Carlos,Rivera Torres,CC,795087538,1976-08-27,2024-10-31,PREMIUM,799.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0006086,Valentina,Ortiz Cardona,CC,336642401,1968-03-16,2024-01-17,ESTANDAR,484.0,,Antioquia,ACTIVO,REFERIDO
CLI0006087,Juliana,Rivera Torres,CC,697204314,1966-01-15,2024-06-02,ESTANDAR,487.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006088,María,Salcedo Ospina,NIT,944970700,1974-01-04,2024-02-16,ESTANDAR,646.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0006089,Sergio,Ospina García,CC,921409201,1994-09-18,2024-11-01,PREMIUM,701.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0006090,Yolanda,Sánchez Sánchez,CC,380608546,1983-07-12,2024-03-26,PREMIUM,729.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006091,Mauricio,Arango Romero,CC,1163533540,1969-09-07,2024-09-11,ESTANDAR,469.0,Medellín,Antioquia,ACTIVO,
CLI0006092,Ana,Rodríguez Castillo,CC,1120861541,2002-08-23,2024-02-02,PREMIUM,687.0,,Valle,ACTIVO,APP_MOVIL
CLI0006093,Luisa,Vásquez Gómez,NIT,418957639,1988-09-07,2024-03-19,BASICO,473.0,,Bolívar,INACTIVO,
CLI0006094,Alejandro,Arango Medina,CC,185676728,1970-01-26,2024-11-18,ELITE,754.0,Palmira,Valle,ACTIVO,
CLI0006095,Camila,Restrepo García,CE,1076005322,1960-09-09,2024-05-27,BASICO,441.0,Montería,Córdoba,ACTIVO,APP_MOVIL
CLI0006096,Daniela,Jiménez Morales,CE,238196998,1967-01-31,2024-04-04,BASICO,404.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0006097,Cristian,Muñoz Vargas,CC,1128884170,1997-03-09,2024-03-06,BASICO,406.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0006098,Natalia,Castillo Restrepo,CE,84612641,1971-10-26,2024-03-07,BASICO,478.0,Pitalito,Huila,ACTIVO,REFERIDO
CLI0006099,Óscar,García Ramírez,CC,539639951,1998-04-01,2024-01-18,ESTANDAR,469.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0006100,Diego,Castillo Cardona,CC,230066194,1969-06-08,2024-01-19,BASICO,,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006101,María,Morales Nieto,CE,659818403,2001-02-18,2024-02-25,PREMIUM,622.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006102,Yolanda,Torres Castillo,CC,809959499,1962-07-01,2024-07-14,ESTANDAR,465.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0006103,Andrés,Arango Herrera,CC,488160366,1995-09-27,2024-09-04,ESTANDAR,,Cartagena,Bolívar,ACTIVO,REFERIDO
CLI0006104,Daniela,García Vásquez,CE,524196217,1974-03-27,2024-10-19,BASICO,344.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0006105,Miguel,Torres Jiménez,CC,117576341,1990-01-07,2024-06-22,ESTANDAR,466.0,Girón,Santander,ACTIVO,REFERIDO
CLI0006106,Camila,Vargas Salcedo,CC,361078704,1996-12-17,2024-03-18,ESTANDAR,,Buenaventura,Valle,INACTIVO,APP_MOVIL
CLI0006107,Daniela,Ramírez Cardona,CC,346098863,1986-12-08,2024-11-18,ESTANDAR,695.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0006108,Camila,Pérez Díaz,CC,357857456,1985-04-13,2024-05-09,ESTANDAR,457.0,Bogotá,Cundinamarca,BLOQUEADO,APP_MOVIL
CLI0006109,Paola,González Vargas,CC,838427075,1976-07-18,2024-02-15,ESTANDAR,530.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006110,Claudia,Vásquez Romero,CC,915428214,1996-11-29,2024-11-25,BASICO,344.0,Magangué,Bolívar,ACTIVO,CORRESPONSAL
CLI0006111,Jorge,Flores Castillo,CC,72198863,1983-02-16,2024-05-08,PREMIUM,810.0,Envigado,Antioquia,ACTIVO,REFERIDO
CLI0006112,Claudia,Nieto Jiménez,CC,1059977784,1977-02-17,2024-10-27,BASICO,300.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0006113,Juliana,Rivera Arango,CC,694381717,2000-06-12,2024-03-17,PREMIUM,,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006114,Yolanda,Medina Muñoz,CC,847605155,1977-09-11,2024-03-18,BASICO,395.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0006115,Ricardo,Ramírez Vásquez,CC,1001496594,1987-12-18,2024-12-16,PREMIUM,607.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006116,Juan,Ospina Rivera,CC,337481527,1960-05-24,2024-03-29,ESTANDAR,501.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0006117,Miguel,Vargas Castillo,CC,881555032,1986-12-12,2024-03-30,ESTANDAR,476.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0006118,Mauricio,López Díaz,CC,710616757,1970-07-14,2024-05-27,PREMIUM,699.0,Ipiales,Nariño,ACTIVO,PORTAL_WEB
CLI0006119,Mauricio,Torres González,CC,1072957140,1990-03-11,2024-12-05,BASICO,300.0,Ipiales,Nariño,ACTIVO,REFERIDO
CLI0006120,Melissa,Díaz Vásquez,CC,1037954776,1988-03-03,2024-08-14,BASICO,300.0,Bogotá,Cundinamarca,BLOQUEADO,APP_MOVIL
CLI0006121,Felipe,Martínez Ortiz,CC,238016048,1960-03-26,2024-07-13,BASICO,326.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006122,Juan,García Muñoz,CE,434786505,1974-12-16,2024-12-15,BASICO,342.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0006123,Miguel,Gómez González,CC,1051343142,1981-06-28,2024-11-01,ESTANDAR,636.0,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0006124,Sergio,Ospina Ospina,CC,307779482,2000-11-06,2024-05-07,BASICO,373.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0006125,Patricia,Gómez Salcedo,CC,913375431,1977-02-12,2024-04-25,ELITE,,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006126,Carlos,Morales Castillo,CE,815520831,1985-12-01,2024-11-14,ESTANDAR,514.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0006127,Natalia,López Rodríguez,CC,269839675,1997-02-11,2024-09-27,BASICO,438.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006128,Felipe,Pérez Arango,CC,767308833,1994-06-06,2024-05-09,BASICO,496.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0006129,Andrés,Torres Vargas,CC,67055915,1991-05-12,2024-04-18,BASICO,451.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006130,Mauricio,García Gómez,CC,466685642,1994-02-10,2024-01-08,BASICO,420.0,Medellín,Antioquia,ACTIVO,REFERIDO
CLI0006131,Yolanda,Ospina Vargas,CC,938804771,1996-07-25,2024-09-02,BASICO,447.0,Bogotá,Cundinamarca,INACTIVO,REFERIDO
CLI0006132,Camila,Gómez Restrepo,PP,859608103,1988-02-12,2024-06-28,ESTANDAR,442.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0006133,Diego,Gómez Ortiz,CC,232975959,1996-08-26,2024-11-06,ESTANDAR,499.0,Neiva,Huila,INACTIVO,APP_MOVIL
CLI0006134,Natalia,Salcedo Restrepo,CE,1133043687,1990-06-27,2024-06-26,BASICO,346.0,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0006135,Claudia,Salcedo Restrepo,CC,1151923118,1969-09-12,2024-02-17,ESTANDAR,569.0,Bogotá,Cundinamarca,INACTIVO,REFERIDO
CLI0006136,Camila,Gómez Medina,CC,62131696,2002-08-28,2024-01-12,ESTANDAR,487.0,Buenaventura,Valle,ACTIVO,
CLI0006137,Héctor,Cardona Cardona,CE,461039212,1965-12-26,2024-07-07,PREMIUM,679.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0006138,Patricia,Romero Romero,CE,301476733,1984-05-19,2024-11-09,ELITE,822.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006139,Claudia,Castillo Martínez,CC,566534827,1972-04-19,2024-03-07,ESTANDAR,517.0,Medellín,Antioquia,ACTIVO,REFERIDO
CLI0006140,Daniela,Nieto Romero,CC,966319908,1972-04-16,2024-12-11,BASICO,374.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0006141,Daniela,González Cardona,CE,220711417,1988-05-26,2024-01-16,PREMIUM,795.0,Girón,Santander,ACTIVO,CORRESPONSAL
CLI0006142,Felipe,Díaz Romero,CE,878392664,1985-02-19,2024-09-03,BASICO,343.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0006143,Jorge,García Ramírez,CC,329860814,2002-01-27,2024-02-20,BASICO,413.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0006144,Iván,Vásquez Salcedo,CC,464356577,1985-07-21,2024-11-04,ELITE,771.0,Pitalito,Huila,ACTIVO,REFERIDO
CLI0006145,Luisa,Díaz Medina,CC,314981164,1983-04-19,2024-04-13,ELITE,829.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0006146,Patricia,Medina Castillo,CC,776834042,1994-06-21,2024-12-15,BASICO,364.0,Zipaquirá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0006147,Óscar,Morales González,CC,803483198,1969-12-09,2024-03-20,BASICO,483.0,,Cundinamarca,ACTIVO,APP_MOVIL
CLI0006148,Óscar,Rivera Restrepo,CC,1195087351,2002-01-14,2024-08-15,PREMIUM,766.0,Envigado,Antioquia,INACTIVO,APP_MOVIL
CLI0006149,Óscar,Morales Ospina,CC,753459531,1964-10-01,2024-08-15,ESTANDAR,542.0,Medellín,Antioquia,INACTIVO,REFERIDO
CLI0006150,Héctor,Ortiz Gómez,CC,1103251144,1960-03-04,2024-09-09,PREMIUM,755.0,Cartagena,Bolívar,INACTIVO,APP_MOVIL
CLI0006151,María,Arango Nieto,CC,790931889,1982-10-12,2024-09-22,ESTANDAR,544.0,Girón,Santander,BLOQUEADO,APP_MOVIL
CLI0006152,Óscar,Díaz Rodríguez,NIT,1047319428,1976-12-07,2024-08-06,BASICO,325.0,Barranquilla,Atlántico,BLOQUEADO,APP_MOVIL
CLI0006153,Yolanda,Gómez Arango,CC,19319355,1968-11-03,2024-10-18,BASICO,363.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0006154,María,Medina Romero,CC,380736336,1981-09-29,2024-02-20,PREMIUM,659.0,Envigado,Antioquia,ACTIVO,FUERZA_VENTAS
CLI0006155,Alejandro,Torres Ramírez,PP,1082526987,1994-09-09,2024-02-09,PREMIUM,629.0,Bello,Antioquia,ACTIVO,REFERIDO
